car_name,brand,model,year,selling_price_lakh,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats
Maruti Dzire,Maruti,Dzire,2013,2.07,118130,Diesel,Individual,Automatic,Second Owner,16.9,1221.0,93.2,5
Maruti Swift,Maruti,Swift,2017,2.22,96887,Petrol,Dealer,Manual,Second Owner,19.4,1456.0,103.0,5
Honda Jazz,Honda,Jazz,2024,6.91,67596,Petrol,Individual,Manual,First Owner,20.4,1080.0,75.7,5
Honda Jazz,Honda,Jazz,2015,2.88,127149,Diesel,Dealer,Manual,First Owner,14.8,1676.0,103.7,5
Honda City,Honda,City,2015,3.3,104210,Petrol,Individual,Automatic,First Owner,22.5,854.0,84.5,5
Tata Harrier,Tata,Harrier,2015,2.12,127315,Petrol,Dealer,Automatic,First Owner,12.9,1875.0,110.2,7
Mahindra XUV500,Mahindra,XUV500,2016,3.44,106494,Petrol,Individual,Manual,First Owner,16.1,1590.0,109.5,5
Honda Amaze,Honda,Amaze,2021,6.03,14868,Diesel,Trustmark Dealer,Manual,First Owner,18.2,1075.0,76.8,5
Tata Harrier,Tata,Harrier,2016,2.08,99836,Diesel,Individual,Manual,First Owner,20.4,1099.0,74.9,5
Tata Altroz,Tata,Altroz,2020,3.86,108237,Petrol,Individual,Automatic,Second Owner,17.0,1272.0,86.4,7
Maruti Wagon R,Maruti,Wagon R,2023,4.97,28000,CNG,Individual,Manual,First Owner,18.7,1410.0,88.5,5
Toyota Innova,Toyota,Innova,2024,10.59,60979,Petrol,Individual,Manual,First Owner,17.4,1583.0,105.5,5
Hyundai Creta,Hyundai,Creta,2019,3.27,125875,Petrol,Trustmark Dealer,Automatic,First Owner,19.8,800.0,61.5,7
Toyota Innova,Toyota,Innova,2021,8.58,61266,Petrol,Individual,Manual,Third Owner,21.1,1353.0,110.8,5
Maruti Swift,Maruti,Swift,2023,4.53,65047,Diesel,Individual,Manual,First Owner,19.1,800.0,67.6,5
Mahindra Bolero,Mahindra,Bolero,2022,6.9,42811,Petrol,Dealer,Manual,First Owner,15.9,1138.0,81.7,5
Tata Nexon,Tata,Nexon,2015,1.95,152799,Petrol,Individual,Manual,First Owner,17.2,1709.0,113.6,7
Kia Carens,Kia,Carens,2013,4.41,128166,Petrol,Individual,Automatic,First Owner,16.3,800.0,73.7,5
Tata Nexon,Tata,Nexon,2013,2.31,131025,Diesel,Dealer,Manual,First Owner,23.5,800.0,51.2,5
Maruti Baleno,Maruti,Baleno,2023,4.72,94794,Diesel,Individual,Manual,Second Owner,18.1,1277.0,83.8,5
Renault Kwid,Renault,Kwid,2019,3.22,105552,Petrol,Dealer,Manual,Second Owner,12.8,1686.0,92.5,7
Toyota Fortuner,Toyota,Fortuner,2015,3.67,97736,CNG,Dealer,Manual,Third Owner,,1314.0,91.7,5
Volkswagen Polo,Volkswagen,Polo,2016,2.49,96259,Petrol,Individual,Manual,First Owner,17.3,800.0,65.8,5
Tata Altroz,Tata,Altroz,2015,2.42,127888,Petrol,Dealer,Manual,Second Owner,21.3,800.0,51.0,5
Toyota Innova,Toyota,Innova,2022,9.57,57769,Diesel,Dealer,Manual,Second Owner,15.5,1234.0,94.4,5
Renault Triber,Renault,Triber,2019,3.42,44420,Diesel,Individual,Manual,First Owner,21.6,800.0,53.2,5
Toyota Fortuner,Toyota,Fortuner,2023,10.64,63828,Petrol,Dealer,Automatic,First Owner,17.5,1248.0,80.9,5
Hyundai Verna,Hyundai,Verna,2015,3.15,84435,Diesel,Individual,Manual,First Owner,17.0,1269.0,85.8,5
Ford Aspire,Ford,Aspire,2018,3.12,133058,Petrol,Individual,Automatic,First Owner,20.3,1029.0,84.3,5
Ford Figo,Ford,Figo,2013,2.23,133889,Diesel,Dealer,Manual,Third Owner,16.1,1835.0,109.1,5
Mahindra XUV500,Mahindra,XUV500,2024,10.09,38586,Diesel,Individual,Manual,Second Owner,19.5,1407.0,94.7,5
Tata Tiago,Tata,Tiago,2018,3.39,82130,Electric,Individual,Automatic,First Owner,14.7,1624.0,110.5,5
Tata Altroz,Tata,Altroz,2019,3.62,49433,Petrol,Individual,Manual,First Owner,16.5,1522.0,103.3,5
Renault Kwid,Renault,Kwid,2017,2.49,79811,Diesel,Dealer,Automatic,First Owner,17.4,1147.0,82.9,5
Honda Jazz,Honda,Jazz,2015,2.57,139359,Diesel,Dealer,Manual,First Owner,19.0,1132.0,83.4,5
Ford Endeavour,Ford,Endeavour,2024,5.33,107599,Petrol,Individual,Manual,First Owner,17.4,1096.0,70.8,5
Tata Altroz,Tata,Altroz,2018,2.73,113480,Petrol,Individual,Manual,First Owner,16.2,1438.0,107.6,5
Hyundai Creta,Hyundai,Creta,2020,5.42,82475,Electric,Trustmark Dealer,Manual,First Owner,18.8,972.0,67.6,5
Volkswagen Polo,Volkswagen,Polo,2012,2.17,126996,Petrol,Individual,Manual,Second Owner,15.6,1804.0,112.3,7
Maruti Wagon R,Maruti,Wagon R,2015,2.27,95957,Diesel,Individual,Manual,Second Owner,19.8,939.0,77.4,5
Maruti Wagon R,Maruti,Wagon R,2022,4.21,116814,Petrol,Individual,Manual,First Owner,18.9,1275.0,80.1,5
Toyota Etios,Toyota,Etios,2013,4.42,125847,Diesel,Individual,Manual,Second Owner,18.6,1120.0,79.2,5
Volkswagen Vento,Volkswagen,Vento,2013,2.5,176543,Petrol,Individual,Automatic,First Owner,18.1,1042.0,66.5,5
Kia Seltos,Kia,Seltos,2022,9.01,102157,Electric,Dealer,Manual,First Owner,14.5,1960.0,143.0,7
Hyundai Verna,Hyundai,Verna,2016,3.54,72202,Diesel,Dealer,Automatic,First Owner,17.4,1046.0,91.0,5
Maruti Wagon R,Maruti,Wagon R,2015,1.67,102349,Petrol,Individual,Manual,First Owner,20.1,1093.0,74.2,5
Mahindra Bolero,Mahindra,Bolero,2019,4.87,76281,Diesel,Individual,Manual,First Owner,19.1,968.0,72.4,7
Maruti Swift,Maruti,Swift,2014,1.86,121743,Diesel,Individual,Manual,First Owner,18.7,1214.0,81.8,7
Maruti Baleno,Maruti,Baleno,2012,2.15,135173,Petrol,Individual,Automatic,First Owner,19.0,1165.0,76.3,5
Hyundai i20,Hyundai,i20,2012,2.02,202417,Petrol,Dealer,Manual,Third Owner,23.7,808.0,60.4,7
Honda City,Honda,City,2013,3.32,106300,Diesel,Individual,Automatic,First Owner,19.9,1051.0,72.5,5
Kia Carens,Kia,Carens,2014,3.14,128537,Diesel,Dealer,Manual,First Owner,17.3,1413.0,80.5,5
Volkswagen Vento,Volkswagen,Vento,2021,4.29,91563,Petrol,Individual,Manual,Third Owner,15.0,1559.0,102.8,5
Ford Figo,Ford,Figo,2015,2.59,116965,CNG,Individual,Automatic,First Owner,19.9,1208.0,81.1,7
Maruti Wagon R,Maruti,Wagon R,2012,2.25,138923,Petrol,Trustmark Dealer,Automatic,First Owner,17.7,1221.0,84.7,5
Hyundai i20,Hyundai,i20,2012,2.64,113514,Petrol,Individual,Manual,Second Owner,16.0,1074.0,73.4,5
Tata Nexon,Tata,Nexon,2018,3.4,99842,Diesel,Individual,Automatic,First Owner,18.9,1024.0,68.4,7
Maruti Baleno,Maruti,Baleno,2022,4.35,82750,Petrol,Individual,Manual,First Owner,20.5,878.0,70.3,5
Hyundai Creta,Hyundai,Creta,2016,2.66,117707,Petrol,Trustmark Dealer,Automatic,First Owner,18.9,800.0,63.3,5
Hyundai Verna,Hyundai,Verna,2012,2.51,149044,Petrol,Individual,Manual,First Owner,19.5,954.0,78.6,5
Maruti Swift,Maruti,Swift,2014,1.73,154577,Petrol,Individual,Manual,Second Owner,16.4,1516.0,102.3,5
Honda Amaze,Honda,Amaze,2018,3.25,118113,Petrol,Individual,Manual,First Owner,19.0,1051.0,71.2,5
Ford Endeavour,Ford,Endeavour,2014,2.66,125068,Diesel,Individual,Automatic,First Owner,21.5,1079.0,79.3,7
Maruti Dzire,Maruti,Dzire,2024,4.97,32721,Petrol,Individual,Manual,Second Owner,16.4,1072.0,58.1,7
Honda Jazz,Honda,Jazz,2021,5.84,64799,Diesel,Individual,Manual,Third Owner,20.0,1636.0,121.8,5
Volkswagen Taigun,Volkswagen,Taigun,2016,2.62,105668,Diesel,Dealer,Manual,First Owner,20.1,875.0,65.3,5
Volkswagen Virtus,Volkswagen,Virtus,2024,7.11,64051,Petrol,Dealer,Automatic,First Owner,19.0,1297.0,103.8,5
Renault Triber,Renault,Triber,2016,2.08,99976,Petrol,Individual,Manual,Third Owner,18.7,,72.7,5
Tata Harrier,Tata,Harrier,2013,2.37,109413,Diesel,Individual,Manual,First Owner,14.7,1224.0,73.4,5
Renault Triber,Renault,Triber,2024,5.27,32359,Petrol,Individual,Manual,First Owner,15.7,1286.0,88.7,5
Hyundai Grand i10,Hyundai,Grand i10,2024,7.44,22174,Petrol,Individual,Manual,First Owner,17.2,1220.0,85.0,5
Tata Tiago,Tata,Tiago,2016,2.32,105331,Diesel,Dealer,Manual,Second Owner,18.8,1478.0,99.0,5
Maruti Swift,Maruti,Swift,2019,3.23,58667,Diesel,Individual,Manual,First Owner,15.6,1190.0,81.9,7
Tata Altroz,Tata,Altroz,2014,2.55,101488,Diesel,Dealer,Automatic,First Owner,13.2,1811.0,109.6,5
Tata Harrier,Tata,Harrier,2020,4.19,75834,Petrol,Individual,Manual,Second Owner,18.6,1216.0,70.0,5
Hyundai Verna,Hyundai,Verna,2020,4.88,55109,Petrol,Dealer,Manual,First Owner,21.5,800.0,61.3,5
Volkswagen Vento,Volkswagen,Vento,2021,4.51,86354,Petrol,Dealer,Manual,First Owner,18.0,1423.0,83.0,5
Hyundai Verna,Hyundai,Verna,2019,4.07,107284,Diesel,Dealer,Manual,First Owner,15.6,,77.5,5
Hyundai Creta,Hyundai,Creta,2021,5.65,65912,Petrol,Dealer,Manual,Second Owner,15.1,1211.0,78.6,5
Maruti Wagon R,Maruti,Wagon R,2019,2.96,81385,Petrol,Dealer,Automatic,First Owner,19.9,1109.0,,5
Tata Harrier,Tata,Harrier,2022,4.43,83323,Petrol,Individual,Manual,Second Owner,23.4,800.0,74.9,5
Hyundai Grand i10,Hyundai,Grand i10,2014,2.83,107792,Diesel,Individual,Manual,First Owner,19.9,800.0,66.8,5
Tata Tiago,Tata,Tiago,2018,3.16,80279,Diesel,Individual,Automatic,First Owner,12.8,1777.0,124.2,5
Hyundai Verna,Hyundai,Verna,2017,2.43,130322,Petrol,Dealer,Manual,Second Owner,18.6,995.0,75.0,5
Volkswagen Virtus,Volkswagen,Virtus,2018,2.96,116952,Petrol,Individual,Manual,First Owner,17.2,1538.0,102.5,5
Kia EV6,Kia,EV6,2013,3.52,143234,Petrol,Trustmark Dealer,Manual,First Owner,20.1,800.0,79.0,7
Honda Amaze,Honda,Amaze,2016,2.42,130864,Petrol,Individual,Manual,Second Owner,23.2,834.0,,5
Toyota Glanza,Toyota,Glanza,2024,12.76,14999,Petrol,Dealer,Automatic,First Owner,18.9,1438.0,90.8,5
Renault Triber,Renault,Triber,2013,1.97,159784,Petrol,Individual,Automatic,First Owner,18.9,1164.0,76.3,5
Mahindra Thar,Mahindra,Thar,2020,5.68,93125,Diesel,Trustmark Dealer,Manual,Second Owner,13.4,1388.0,98.5,5
Toyota Innova,Toyota,Innova,2020,6.69,106737,Diesel,Individual,Manual,First Owner,17.0,1195.0,72.9,5
Kia Sonet,Kia,Sonet,2018,4.54,106017,Electric,Individual,Manual,First Owner,17.6,1127.0,83.1,5
Kia Carens,Kia,Carens,2012,2.95,137576,CNG,Dealer,Manual,First Owner,18.2,962.0,72.5,5
Volkswagen Taigun,Volkswagen,Taigun,2012,2.58,130443,Petrol,Individual,Manual,First Owner,20.9,800.0,65.5,5
Tata Altroz,Tata,Altroz,2015,2.39,125077,Petrol,Individual,Manual,Second Owner,16.0,1691.0,114.4,5
Maruti Swift,Maruti,Swift,2013,2.14,123141,Petrol,Dealer,Manual,First Owner,11.9,1749.0,123.5,5
Maruti Swift,Maruti,Swift,2013,1.83,149093,Diesel,Dealer,Automatic,Second Owner,,836.0,60.6,5
Tata Harrier,Tata,Harrier,2014,2.47,88597,Petrol,Individual,Automatic,Second Owner,20.5,814.0,64.0,5
Honda City,Honda,City,2014,3.21,111585,Petrol,Dealer,Manual,Second Owner,19.7,1078.0,68.4,5
Tata Nexon,Tata,Nexon,2022,4.41,116486,Petrol,Individual,Manual,First Owner,19.2,1319.0,79.8,5
Honda WR-V,Honda,WR-V,2020,4.6,70726,Petrol,Individual,Manual,First Owner,17.2,1136.0,91.6,5
Honda WR-V,Honda,WR-V,2012,2.76,131248,Diesel,Dealer,Manual,Second Owner,19.9,1375.0,84.1,5
Renault Kwid,Renault,Kwid,2020,4.05,65083,Diesel,Individual,Manual,First Owner,18.1,1183.0,85.2,5
Maruti Swift,Maruti,Swift,2013,1.91,137388,Petrol,Individual,Manual,Second Owner,21.6,1160.0,83.0,5
Hyundai Creta,Hyundai,Creta,2017,3.07,87802,CNG,Individual,Automatic,Second Owner,11.9,2045.0,136.9,5
Volkswagen Taigun,Volkswagen,Taigun,2012,2.31,132416,Petrol,Dealer,Manual,First Owner,22.2,1016.0,,5
Renault Kwid,Renault,Kwid,2013,1.96,148675,Petrol,Individual,Manual,First Owner,13.3,1774.0,119.7,5
Mahindra Thar,Mahindra,Thar,2013,2.76,114627,Petrol,Individual,Manual,First Owner,20.6,1706.0,108.4,5
Kia Sonet,Kia,Sonet,2017,3.46,121349,Diesel,Trustmark Dealer,Manual,First Owner,15.5,1376.0,85.9,5
Kia Carens,Kia,Carens,2018,5.14,115589,Diesel,Dealer,Manual,First Owner,22.7,800.0,57.0,5
Hyundai i20,Hyundai,i20,2016,2.4,133709,Petrol,Individual,Manual,First Owner,17.5,,89.9,5
Tata Altroz,Tata,Altroz,2020,4.69,87591,Electric,Trustmark Dealer,Automatic,Second Owner,20.8,1020.0,76.9,5
Hyundai Verna,Hyundai,Verna,2021,4.72,149307,Petrol,Individual,Automatic,First Owner,18.2,1207.0,80.4,5
Toyota Etios,Toyota,Etios,2021,8.3,101199,Petrol,Individual,Automatic,First Owner,18.2,828.0,51.4,5
Kia Seltos,Kia,Seltos,2019,5.68,98147,Diesel,Individual,Manual,Second Owner,11.3,1465.0,87.0,5
Hyundai Creta,Hyundai,Creta,2019,3.88,71729,CNG,Individual,Manual,Second Owner,21.4,1545.0,106.0,5
Honda City,Honda,City,2018,4.04,95364,Diesel,Dealer,Manual,Third Owner,16.2,1610.0,93.3,5
Hyundai Creta,Hyundai,Creta,2015,2.87,148379,Electric,Individual,Manual,First Owner,13.2,1066.0,72.7,5
Maruti Swift,Maruti,Swift,2018,2.27,135109,Petrol,Dealer,Manual,Second Owner,21.0,829.0,82.0,5
Maruti Dzire,Maruti,Dzire,2012,1.91,169023,Diesel,Individual,Automatic,Second Owner,19.0,1323.0,91.4,7
Maruti Baleno,Maruti,Baleno,2024,5.84,75774,Diesel,Individual,Manual,Second Owner,13.5,1815.0,120.8,5
Mahindra Scorpio,Mahindra,Scorpio,2016,2.96,82875,Petrol,Individual,Manual,First Owner,16.8,1224.0,73.8,5
Tata Harrier,Tata,Harrier,2021,3.85,88717,Petrol,Individual,Manual,First Owner,17.4,1358.0,79.9,5
Renault Kwid,Renault,Kwid,2024,7.16,31189,Electric,Trustmark Dealer,Manual,First Owner,21.2,1118.0,82.9,5
Ford EcoSport,Ford,EcoSport,2018,3.02,64775,Petrol,Dealer,Manual,First Owner,19.5,1024.0,69.1,7
Maruti Dzire,Maruti,Dzire,2023,5.0,70261,Petrol,Dealer,Manual,First Owner,20.0,1430.0,103.0,7
Maruti Wagon R,Maruti,Wagon R,2018,1.92,109010,CNG,Dealer,Manual,Second Owner,20.8,1163.0,80.1,5
Renault Kwid,Renault,Kwid,2013,1.94,149874,CNG,Individual,Manual,First Owner,17.1,1341.0,117.2,5
Hyundai Creta,Hyundai,Creta,2012,3.34,147436,Electric,Individual,Automatic,Third Owner,14.2,1378.0,87.0,5
Kia EV6,Kia,EV6,2013,3.37,141694,CNG,Individual,Manual,First Owner,17.2,1322.0,90.8,5
Maruti Swift,Maruti,Swift,2024,5.53,36837,Petrol,Dealer,Manual,Second Owner,18.3,1395.0,85.4,5
Ford Figo,Ford,Figo,2018,2.84,95190,CNG,Individual,Manual,First Owner,20.1,901.0,73.6,7
Renault Kwid,Renault,Kwid,2016,2.46,77343,Petrol,Individual,Automatic,First Owner,21.4,880.0,67.7,5
Hyundai Verna,Hyundai,Verna,2017,3.06,59925,Diesel,Dealer,Manual,First Owner,20.1,1185.0,73.3,7
Hyundai Verna,Hyundai,Verna,2015,2.51,133294,Petrol,Individual,Manual,Second Owner,19.4,1194.0,78.9,5
Mahindra XUV500,Mahindra,XUV500,2023,8.72,48431,Diesel,Individual,Manual,First Owner,18.8,1017.0,82.7,5
Hyundai Creta,Hyundai,Creta,2024,7.73,77694,Diesel,Individual,Manual,First Owner,18.9,1284.0,96.4,7
Tata Altroz,Tata,Altroz,2013,2.33,154383,Diesel,Individual,Manual,Third Owner,21.0,1518.0,,5
Tata Harrier,Tata,Harrier,2021,4.82,64375,Petrol,Individual,Manual,First Owner,13.0,1616.0,101.0,5
Hyundai Grand i10,Hyundai,Grand i10,2016,2.41,123486,Petrol,Dealer,Manual,First Owner,16.6,1694.0,123.5,5
Volkswagen Virtus,Volkswagen,Virtus,2012,2.61,121954,Petrol,Dealer,Automatic,First Owner,24.2,800.0,58.5,5
Volkswagen Virtus,Volkswagen,Virtus,2023,5.67,24390,Petrol,Individual,Manual,First Owner,18.2,800.0,61.3,5
Tata Nexon,Tata,Nexon,2012,2.02,139212,Diesel,Dealer,Manual,First Owner,20.9,1099.0,84.5,5
Renault Duster,Renault,Duster,2014,1.91,113140,Petrol,Dealer,Manual,First Owner,20.4,1228.0,72.7,7
Hyundai Creta,Hyundai,Creta,2012,2.59,126818,Diesel,Dealer,Manual,First Owner,15.8,1117.0,69.7,5
Maruti Dzire,Maruti,Dzire,2018,2.03,140957,Petrol,Trustmark Dealer,Manual,First Owner,20.8,1007.0,68.6,7
Honda Amaze,Honda,Amaze,2019,4.3,57431,Petrol,Dealer,Manual,Second Owner,18.4,1093.0,85.6,7
Mahindra Bolero,Mahindra,Bolero,2016,2.99,118923,Diesel,Individual,Manual,Third Owner,17.3,1369.0,99.3,5
Maruti Baleno,Maruti,Baleno,2012,1.88,114614,Petrol,Individual,Automatic,First Owner,19.9,800.0,65.6,5
Hyundai i20,Hyundai,i20,2013,2.78,149981,Petrol,Individual,Manual,First Owner,16.4,2020.0,125.8,5
Honda Amaze,Honda,Amaze,2024,7.08,65065,Petrol,Individual,Automatic,First Owner,18.1,1207.0,91.2,5
Volkswagen Vento,Volkswagen,Vento,2022,6.7,79845,Petrol,Trustmark Dealer,Automatic,Second Owner,15.4,1568.0,100.8,5
Maruti Wagon R,Maruti,Wagon R,2024,4.5,37712,Diesel,Dealer,Manual,First Owner,,997.0,75.3,5
Tata Nexon,Tata,Nexon,2018,2.96,80657,Petrol,Individual,Manual,Second Owner,16.5,1401.0,100.2,7
Volkswagen Taigun,Volkswagen,Taigun,2019,3.39,111399,Petrol,Trustmark Dealer,Manual,First Owner,16.0,1235.0,97.3,7
Tata Harrier,Tata,Harrier,2022,5.08,110457,Diesel,Dealer,Automatic,First Owner,15.7,1500.0,97.8,5
Maruti Wagon R,Maruti,Wagon R,2020,3.69,95066,Petrol,Individual,Manual,Second Owner,19.0,1130.0,75.0,5
Maruti Dzire,Maruti,Dzire,2017,2.23,84256,Diesel,Trustmark Dealer,Manual,First Owner,16.1,1743.0,122.0,5
Tata Nexon,Tata,Nexon,2015,1.98,124456,Petrol,Individual,Manual,First Owner,23.0,800.0,70.8,7
Tata Nexon,Tata,Nexon,2018,3.02,150904,CNG,Individual,Automatic,First Owner,17.0,1532.0,95.7,5
Renault Duster,Renault,Duster,2012,1.92,138753,Petrol,Individual,Manual,First Owner,17.2,1242.0,75.3,7
Toyota Etios,Toyota,Etios,2014,3.86,155660,Petrol,Trustmark Dealer,Manual,First Owner,18.3,844.0,72.0,7
Ford Aspire,Ford,Aspire,2021,4.53,61712,CNG,Individual,Manual,Second Owner,15.1,1883.0,106.2,5
Mahindra Bolero,Mahindra,Bolero,2023,6.93,64074,Diesel,Individual,Manual,First Owner,14.5,1847.0,103.8,7
Tata Altroz,Tata,Altroz,2013,2.25,143630,Diesel,Dealer,Automatic,First Owner,20.4,800.0,57.7,5
Tata Harrier,Tata,Harrier,2013,2.51,138741,CNG,Dealer,Automatic,First Owner,18.5,1262.0,85.2,5
Kia Carens,Kia,Carens,2013,3.46,113139,Petrol,Individual,Manual,First Owner,18.0,1447.0,86.1,5
Hyundai Verna,Hyundai,Verna,2022,5.56,53690,Diesel,Individual,Manual,Second Owner,18.0,1355.0,91.3,5
Ford Endeavour,Ford,Endeavour,2016,2.78,132242,Diesel,Trustmark Dealer,Automatic,First Owner,15.0,1730.0,112.3,5
Volkswagen Polo,Volkswagen,Polo,2016,2.51,136714,Petrol,Dealer,Manual,First Owner,14.2,1658.0,102.3,5
Maruti Baleno,Maruti,Baleno,2012,1.84,169767,Petrol,Individual,Manual,First Owner,16.6,1293.0,102.4,5
Tata Harrier,Tata,Harrier,2024,5.57,98186,Petrol,Individual,Manual,Third Owner,15.6,1997.0,128.3,5
Hyundai i20,Hyundai,i20,2017,2.76,106961,CNG,Individual,Manual,Second Owner,15.7,1528.0,108.1,5
Maruti Dzire,Maruti,Dzire,2022,4.73,64653,Petrol,Dealer,Automatic,First Owner,16.3,1077.0,62.6,5
Tata Harrier,Tata,Harrier,2021,3.74,107721,Petrol,Individual,Manual,First Owner,21.7,1007.0,58.7,5
Hyundai Verna,Hyundai,Verna,2013,2.77,145687,Diesel,Dealer,Manual,Second Owner,14.0,1635.0,108.6,5
Volkswagen Taigun,Volkswagen,Taigun,2022,6.06,49885,Diesel,Individual,Manual,Second Owner,19.9,922.0,80.5,5
Kia EV6,Kia,EV6,2019,4.92,68260,Petrol,Dealer,Manual,First Owner,20.1,1057.0,65.1,7
Volkswagen Polo,Volkswagen,Polo,2019,3.95,101822,Diesel,Individual,Automatic,Second Owner,18.8,1116.0,77.5,5
Hyundai Grand i10,Hyundai,Grand i10,2014,2.5,119599,Petrol,Dealer,Manual,First Owner,12.7,1324.0,77.9,5
Hyundai i20,Hyundai,i20,2023,6.15,64418,Diesel,Individual,Manual,First Owner,19.5,1132.0,71.5,5
Hyundai Grand i10,Hyundai,Grand i10,2024,6.81,82095,Petrol,Individual,Manual,First Owner,23.2,800.0,60.5,7
Maruti Swift,Maruti,Swift,2017,1.97,120698,Petrol,Individual,Manual,First Owner,17.6,1607.0,99.4,5
Mahindra Scorpio,Mahindra,Scorpio,2013,2.8,159257,Diesel,Individual,Manual,First Owner,14.9,1058.0,62.7,5
Tata Harrier,Tata,Harrier,2023,5.5,22506,Petrol,Individual,Manual,First Owner,18.7,1907.0,109.3,5
Hyundai Verna,Hyundai,Verna,2023,6.67,70574,Petrol,Dealer,Automatic,Second Owner,15.1,1306.0,71.7,5
Renault Kwid,Renault,Kwid,2018,3.23,112783,Petrol,Dealer,Automatic,Second Owner,13.7,1644.0,109.2,5
Tata Altroz,Tata,Altroz,2019,3.72,57415,Diesel,Individual,Manual,First Owner,18.7,1421.0,97.9,5
Maruti Dzire,Maruti,Dzire,2014,1.89,109092,CNG,Individual,Manual,First Owner,16.7,1660.0,111.0,5
Maruti Swift,Maruti,Swift,2012,1.86,118009,Diesel,Individual,Manual,Second Owner,17.4,1400.0,84.7,5
Toyota Glanza,Toyota,Glanza,2024,12.79,58977,Electric,Dealer,Manual,First Owner,16.7,1282.0,93.6,5
Volkswagen Taigun,Volkswagen,Taigun,2018,3.5,133312,CNG,Individual,Manual,First Owner,18.9,1583.0,107.7,5
Hyundai Grand i10,Hyundai,Grand i10,2015,2.39,161496,Petrol,Individual,Automatic,Second Owner,13.4,2070.0,128.9,5
Kia EV6,Kia,EV6,2021,7.68,60085,Petrol,Individual,Automatic,First Owner,15.7,1106.0,74.6,5
Renault Kwid,Renault,Kwid,2012,1.7,148084,CNG,Individual,Manual,First Owner,19.3,1478.0,91.1,5
Renault Kiger,Renault,Kiger,2013,2.1,142293,CNG,Dealer,Automatic,Second Owner,18.8,1198.0,82.4,5
Hyundai Creta,Hyundai,Creta,2015,2.99,125527,Electric,Individual,Manual,First Owner,19.6,1377.0,103.7,5
Maruti Baleno,Maruti,Baleno,2017,1.86,112777,Diesel,Individual,Manual,First Owner,19.4,1215.0,90.9,5
Renault Kiger,Renault,Kiger,2016,1.95,117182,Petrol,Dealer,Manual,Second Owner,25.3,800.0,57.0,5
Hyundai Creta,Hyundai,Creta,2014,2.4,160626,CNG,Individual,Manual,Second Owner,18.1,1130.0,81.5,5
Toyota Etios,Toyota,Etios,2016,4.07,134754,CNG,Dealer,Manual,First Owner,16.4,1550.0,91.4,5
Volkswagen Taigun,Volkswagen,Taigun,2016,3.14,87176,Diesel,Individual,Automatic,First Owner,21.3,932.0,72.1,5
Maruti Baleno,Maruti,Baleno,2018,2.22,115005,CNG,Dealer,Manual,First Owner,15.9,1522.0,92.1,5
Volkswagen Virtus,Volkswagen,Virtus,2019,4.01,110632,Diesel,Dealer,Manual,First Owner,19.6,1264.0,90.0,5
Kia EV6,Kia,EV6,2023,8.13,71929,CNG,Individual,Manual,First Owner,12.8,1133.0,101.1,5
Ford Endeavour,Ford,Endeavour,2022,5.9,96391,Petrol,Dealer,Automatic,First Owner,16.4,1517.0,93.9,5
Tata Harrier,Tata,Harrier,2015,1.85,121137,CNG,Individual,Manual,First Owner,16.8,1438.0,117.5,5
Kia Seltos,Kia,Seltos,2023,9.15,69410,Petrol,Individual,Automatic,Second Owner,17.2,,93.0,5
Honda Jazz,Honda,Jazz,2018,3.88,100167,Petrol,Dealer,Automatic,First Owner,14.6,1556.0,94.6,5
Volkswagen Virtus,Volkswagen,Virtus,2014,2.98,79098,Petrol,Dealer,Manual,Second Owner,19.8,1271.0,78.5,7
Renault Kiger,Renault,Kiger,2016,2.1,108731,Petrol,Individual,Manual,First Owner,19.5,800.0,77.9,7
Volkswagen Taigun,Volkswagen,Taigun,2021,5.16,63298,Petrol,Individual,Manual,Second Owner,19.5,1068.0,77.7,5
Hyundai Grand i10,Hyundai,Grand i10,2022,7.39,45398,Electric,Individual,Automatic,First Owner,20.5,800.0,54.5,5
Maruti Dzire,Maruti,Dzire,2016,2.12,142048,Diesel,Dealer,Manual,First Owner,18.1,,92.0,5
Hyundai Verna,Hyundai,Verna,2014,2.42,134592,CNG,Trustmark Dealer,Manual,Second Owner,19.5,1514.0,101.7,7
Honda WR-V,Honda,WR-V,2014,2.4,122843,Petrol,Individual,Manual,Second Owner,16.9,1530.0,99.1,5
Honda City,Honda,City,2013,2.37,117574,Petrol,Trustmark Dealer,Manual,First Owner,19.1,1371.0,93.2,5
Toyota Etios,Toyota,Etios,2021,10.01,84515,Diesel,Individual,Automatic,First Owner,16.7,1539.0,113.8,7
Tata Harrier,Tata,Harrier,2018,3.16,119311,Diesel,Dealer,Automatic,First Owner,19.5,800.0,50.0,5
Volkswagen Vento,Volkswagen,Vento,2017,2.76,85806,Petrol,Trustmark Dealer,Manual,First Owner,18.3,1162.0,84.1,7
Kia Carens,Kia,Carens,2020,5.94,84393,Diesel,Dealer,Manual,First Owner,20.0,800.0,58.4,5
Hyundai Grand i10,Hyundai,Grand i10,2022,5.7,90597,Diesel,Individual,Manual,Second Owner,20.2,1075.0,70.1,5
Ford Endeavour,Ford,Endeavour,2022,6.77,28907,Diesel,Individual,Automatic,First Owner,15.4,1766.0,120.7,7
Ford Figo,Ford,Figo,2013,2.8,128733,Electric,Individual,Manual,First Owner,14.6,1583.0,90.4,5
