car_name,brand,model,year,selling_price_lakh,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats,car_age,price_per_10k_km,price_segment,mileage_category,age_group
Hyundai i20,Hyundai,i20,2012,2.02,202417,Petrol,Dealer,Manual,Third Owner,23.7,808.0,60.4,7,13,0.0997939896352579,Budget,High,13+ years
Honda City,Honda,City,2013,3.32,106300,Diesel,Individual,Automatic,First Owner,19.9,1051.0,72.5,5,12,0.31232361241768575,Budget,High,8-12 years
Kia Carens,Kia,Carens,2014,3.14,128537,Diesel,Dealer,Manual,First Owner,17.3,1413.0,80.5,5,11,0.2442876370228028,Budget,Medium,8-12 years
Volkswagen Vento,Volkswagen,Vento,2021,4.29,91563,Petrol,Individual,Manual,Third Owner,15.0,1559.0,102.8,5,4,0.4685298646833328,Mid-range,Medium,4-7 years
Ford Figo,Ford,Figo,2015,2.59,116965,CNG,Individual,Automatic,First Owner,19.9,1208.0,81.1,7,10,0.22143376223656647,Budget,High,8-12 years
Maruti Wagon R,Maruti,Wagon R,2012,2.25,138923,Petrol,Trustmark Dealer,Automatic,First Owner,17.7,1221.0,84.7,5,13,0.16196022256933695,Budget,Medium,13+ years
Hyundai i20,Hyundai,i20,2012,2.64,113514,Petrol,Individual,Manual,Second Owner,16.0,1074.0,73.4,5,13,0.2325704318410064,Budget,Medium,13+ years
Tata Nexon,Tata,Nexon,2018,3.4,99842,Diesel,Individual,Automatic,First Owner,18.9,1024.0,68.4,7,7,0.3405380501191883,Budget,High,4-7 years
Maruti Baleno,Maruti,Baleno,2022,4.35,82750,Petrol,Individual,Manual,First Owner,20.5,878.0,70.3,5,3,0.525679758308157,Mid-range,High,0-3 years
Hyundai Creta,Hyundai,Creta,2016,2.66,117707,Petrol,Trustmark Dealer,Automatic,First Owner,18.9,800.0,63.3,5,9,0.22598486071346652,Budget,High,8-12 years
Hyundai Verna,Hyundai,Verna,2012,2.51,149044,Petrol,Individual,Manual,First Owner,19.5,954.0,78.6,5,13,0.16840664501757868,Budget,High,13+ years
Maruti Swift,Maruti,Swift,2014,1.73,154577,Petrol,Individual,Manual,Second Owner,16.4,1516.0,102.3,5,11,0.11191833196400498,Budget,Medium,8-12 years
Honda Amaze,Honda,Amaze,2018,3.25,118113,Petrol,Individual,Manual,First Owner,19.0,1051.0,71.2,5,7,0.2751602279173334,Budget,High,4-7 years
Ford Endeavour,Ford,Endeavour,2014,2.66,125068,Diesel,Individual,Automatic,First Owner,21.5,1079.0,79.3,7,11,0.21268429974094094,Budget,High,8-12 years
Maruti Dzire,Maruti,Dzire,2024,4.97,32721,Petrol,Individual,Manual,Second Owner,16.4,1072.0,58.1,7,1,1.518902234039302,Mid-range,Medium,0-3 years
Honda Jazz,Honda,Jazz,2021,5.84,64799,Diesel,Individual,Manual,Third Owner,20.0,1636.0,121.8,5,4,0.9012484760567293,Mid-range,High,4-7 years
Volkswagen Taigun,Volkswagen,Taigun,2016,2.62,105668,Diesel,Dealer,Manual,First Owner,20.1,875.0,65.3,5,9,0.2479463981527047,Budget,High,8-12 years
Volkswagen Virtus,Volkswagen,Virtus,2024,7.11,64051,Petrol,Dealer,Automatic,First Owner,19.0,1297.0,103.8,5,1,1.1100529265741363,Mid-range,High,0-3 years
Renault Triber,Renault,Triber,2016,2.08,99976,Petrol,Individual,Manual,Third Owner,18.7,1214.0,72.7,5,9,0.20804993198367608,Budget,High,8-12 years
Tata Harrier,Tata,Harrier,2013,2.37,109413,Diesel,Individual,Manual,First Owner,14.7,1224.0,73.4,5,12,0.21661045762386555,Budget,Medium,8-12 years
Renault Triber,Renault,Triber,2024,5.27,32359,Petrol,Individual,Manual,First Owner,15.7,1286.0,88.7,5,1,1.6286040977780523,Mid-range,Medium,0-3 years
Hyundai Grand i10,Hyundai,Grand i10,2024,7.44,22174,Petrol,Individual,Manual,First Owner,17.2,1220.0,85.0,5,1,3.3552809596825113,Mid-range,Medium,0-3 years
Tata Tiago,Tata,Tiago,2016,2.32,105331,Diesel,Dealer,Manual,Second Owner,18.8,1478.0,99.0,5,9,0.22025804369084126,Budget,High,8-12 years
Maruti Swift,Maruti,Swift,2019,3.23,58667,Diesel,Individual,Manual,First Owner,15.6,1190.0,81.9,7,6,0.55056505360765,Budget,Medium,4-7 years
Tata Altroz,Tata,Altroz,2014,2.55,101488,Diesel,Dealer,Automatic,First Owner,13.2,1811.0,109.6,5,11,0.25126123285511587,Budget,Medium,8-12 years
Tata Harrier,Tata,Harrier,2020,4.19,75834,Petrol,Individual,Manual,Second Owner,18.6,1216.0,70.0,5,5,0.5525226151858006,Mid-range,High,4-7 years
Hyundai Verna,Hyundai,Verna,2020,4.88,55109,Petrol,Dealer,Manual,First Owner,21.5,800.0,61.3,5,5,0.8855177920121939,Mid-range,High,4-7 years
Volkswagen Vento,Volkswagen,Vento,2021,4.51,86354,Petrol,Dealer,Manual,First Owner,18.0,1423.0,83.0,5,4,0.5222688005187947,Mid-range,Medium,4-7 years
Hyundai Verna,Hyundai,Verna,2019,4.07,107284,Diesel,Dealer,Manual,First Owner,15.6,1214.0,77.5,5,6,0.37936691398531003,Mid-range,Medium,4-7 years
Hyundai Creta,Hyundai,Creta,2021,5.65,65912,Petrol,Dealer,Manual,Second Owner,15.1,1211.0,78.6,5,4,0.8572035441194321,Mid-range,Medium,4-7 years
Maruti Wagon R,Maruti,Wagon R,2019,2.96,81385,Petrol,Dealer,Automatic,First Owner,19.9,1109.0,81.9,5,6,0.36370338514468264,Budget,High,4-7 years
Tata Harrier,Tata,Harrier,2022,4.43,83323,Petrol,Individual,Manual,Second Owner,23.4,800.0,74.9,5,3,0.5316659265748952,Mid-range,High,0-3 years
Hyundai Grand i10,Hyundai,Grand i10,2014,2.83,107792,Diesel,Individual,Manual,First Owner,19.9,800.0,66.8,5,11,0.26254267478105986,Budget,High,8-12 years
Tata Tiago,Tata,Tiago,2018,3.16,80279,Diesel,Individual,Automatic,First Owner,12.8,1777.0,124.2,5,7,0.3936272250526289,Budget,Medium,4-7 years
Hyundai Verna,Hyundai,Verna,2017,2.43,130322,Petrol,Dealer,Manual,Second Owner,18.6,995.0,75.0,5,8,0.1864612268074462,Budget,High,8-12 years
Volkswagen Virtus,Volkswagen,Virtus,2018,2.96,116952,Petrol,Individual,Manual,First Owner,17.2,1538.0,102.5,5,7,0.2530952869553321,Budget,Medium,4-7 years
Kia EV6,Kia,EV6,2013,3.52,143234,Petrol,Trustmark Dealer,Manual,First Owner,20.1,800.0,79.0,7,12,0.24575170699694207,Budget,High,8-12 years
Honda Amaze,Honda,Amaze,2016,2.42,130864,Petrol,Individual,Manual,Second Owner,23.2,834.0,81.9,5,9,0.1849248074336716,Budget,High,8-12 years
Toyota Glanza,Toyota,Glanza,2024,12.76,14999,Petrol,Dealer,Automatic,First Owner,18.9,1438.0,90.8,5,1,8.507233815587705,Premium,High,0-3 years
Renault Triber,Renault,Triber,2013,1.97,159784,Petrol,Individual,Automatic,First Owner,18.9,1164.0,76.3,5,12,0.12329144344865568,Budget,High,8-12 years
Mahindra Thar,Mahindra,Thar,2020,5.68,93125,Diesel,Trustmark Dealer,Manual,Second Owner,13.4,1388.0,98.5,5,5,0.6099328859060402,Mid-range,Medium,4-7 years
Toyota Innova,Toyota,Innova,2020,6.69,106737,Diesel,Individual,Manual,First Owner,17.0,1195.0,72.9,5,5,0.6267742207481942,Mid-range,Medium,4-7 years
Kia Sonet,Kia,Sonet,2018,4.54,106017,Electric,Individual,Manual,First Owner,17.6,1127.0,83.1,5,7,0.42823320788175484,Mid-range,Medium,4-7 years
Kia Carens,Kia,Carens,2012,2.95,137576,CNG,Dealer,Manual,First Owner,18.2,962.0,72.5,5,13,0.21442693493051115,Budget,High,13+ years
Volkswagen Taigun,Volkswagen,Taigun,2012,2.58,130443,Petrol,Individual,Manual,First Owner,20.9,800.0,65.5,5,13,0.19778753938501875,Budget,High,13+ years
Tata Altroz,Tata,Altroz,2015,2.39,125077,Petrol,Individual,Manual,Second Owner,16.0,1691.0,114.4,5,10,0.1910822933073227,Budget,Medium,8-12 years
Maruti Swift,Maruti,Swift,2013,2.14,123141,Petrol,Dealer,Manual,First Owner,11.9,1749.0,123.5,5,12,0.173784523432488,Budget,Low,8-12 years
Maruti Swift,Maruti,Swift,2013,1.83,149093,Diesel,Dealer,Automatic,Second Owner,18.3,836.0,60.6,5,12,0.1227421810547779,Budget,High,8-12 years
Tata Harrier,Tata,Harrier,2014,2.47,88597,Petrol,Individual,Automatic,Second Owner,20.5,814.0,64.0,5,11,0.2787904782328973,Budget,High,8-12 years
Honda City,Honda,City,2014,3.21,111585,Petrol,Dealer,Manual,Second Owner,19.7,1078.0,68.4,5,11,0.28767307433794864,Budget,High,8-12 years
Tata Nexon,Tata,Nexon,2022,4.41,116486,Petrol,Individual,Manual,First Owner,19.2,1319.0,79.8,5,3,0.3785862678776849,Mid-range,High,0-3 years
Honda WR-V,Honda,WR-V,2020,4.6,70726,Petrol,Individual,Manual,First Owner,17.2,1136.0,91.6,5,5,0.650397307920708,Mid-range,Medium,4-7 years
Honda WR-V,Honda,WR-V,2012,2.76,131248,Diesel,Dealer,Manual,Second Owner,19.9,1375.0,84.1,5,13,0.21028891868828475,Budget,High,13+ years
Renault Kwid,Renault,Kwid,2020,4.05,65083,Diesel,Individual,Manual,First Owner,18.1,1183.0,85.2,5,5,0.6222823164267166,Mid-range,High,4-7 years
Maruti Swift,Maruti,Swift,2013,1.91,137388,Petrol,Individual,Manual,Second Owner,21.6,1160.0,83.0,5,12,0.1390223309168195,Budget,High,8-12 years
Hyundai Creta,Hyundai,Creta,2017,3.07,87802,CNG,Individual,Automatic,Second Owner,11.9,2045.0,136.9,5,8,0.3496503496503496,Budget,Low,8-12 years
Volkswagen Taigun,Volkswagen,Taigun,2012,2.31,132416,Petrol,Dealer,Manual,First Owner,22.2,1016.0,81.9,5,13,0.17445021749637507,Budget,High,13+ years
Renault Kwid,Renault,Kwid,2013,1.96,148675,Petrol,Individual,Manual,First Owner,13.3,1774.0,119.7,5,12,0.13183117538254582,Budget,Medium,8-12 years
Mahindra Thar,Mahindra,Thar,2013,2.76,114627,Petrol,Individual,Manual,First Owner,20.6,1706.0,108.4,5,12,0.2407809678348033,Budget,High,8-12 years
Kia Sonet,Kia,Sonet,2017,3.46,121349,Diesel,Trustmark Dealer,Manual,First Owner,15.5,1376.0,85.9,5,8,0.2851280191843361,Budget,Medium,8-12 years
Kia Carens,Kia,Carens,2018,5.14,115589,Diesel,Dealer,Manual,First Owner,22.7,800.0,57.0,5,7,0.44467899194560034,Mid-range,High,4-7 years
Hyundai i20,Hyundai,i20,2016,2.4,133709,Petrol,Individual,Manual,First Owner,17.5,1214.0,89.9,5,9,0.1794942748805241,Budget,Medium,8-12 years
Tata Altroz,Tata,Altroz,2020,4.69,87591,Electric,Trustmark Dealer,Automatic,Second Owner,20.8,1020.0,76.9,5,5,0.5354431391352993,Mid-range,High,4-7 years
Hyundai Verna,Hyundai,Verna,2021,4.72,149307,Petrol,Individual,Automatic,First Owner,18.2,1207.0,80.4,5,4,0.3161271742115239,Mid-range,High,4-7 years
Toyota Etios,Toyota,Etios,2021,8.3,101199,Petrol,Individual,Automatic,First Owner,18.2,828.0,51.4,5,4,0.8201662071759603,Premium,High,4-7 years
Kia Seltos,Kia,Seltos,2019,5.68,98147,Diesel,Individual,Manual,Second Owner,11.3,1465.0,87.0,5,6,0.5787237511080318,Mid-range,Low,4-7 years
Hyundai Creta,Hyundai,Creta,2019,3.88,71729,CNG,Individual,Manual,Second Owner,21.4,1545.0,106.0,5,6,0.5409248699967935,Budget,High,4-7 years
Honda City,Honda,City,2018,4.04,95364,Diesel,Dealer,Manual,Third Owner,16.2,1610.0,93.3,5,7,0.42363994798875887,Mid-range,Medium,4-7 years
Hyundai Creta,Hyundai,Creta,2015,2.87,148379,Electric,Individual,Manual,First Owner,13.2,1066.0,72.7,5,10,0.19342359767891684,Budget,Medium,8-12 years
Maruti Swift,Maruti,Swift,2018,2.27,135109,Petrol,Dealer,Manual,Second Owner,21.0,829.0,82.0,5,7,0.16801249361626538,Budget,High,4-7 years
Maruti Dzire,Maruti,Dzire,2012,1.91,169023,Diesel,Individual,Automatic,Second Owner,19.0,1323.0,91.4,7,13,0.11300237245818616,Budget,High,13+ years
Maruti Baleno,Maruti,Baleno,2024,5.84,75774,Diesel,Individual,Manual,Second Owner,13.5,1815.0,120.8,5,1,0.7707129094412332,Mid-range,Medium,0-3 years
Mahindra Scorpio,Mahindra,Scorpio,2016,2.96,82875,Petrol,Individual,Manual,First Owner,16.8,1224.0,73.8,5,9,0.35716440422322776,Budget,Medium,8-12 years
Tata Harrier,Tata,Harrier,2021,3.85,88717,Petrol,Individual,Manual,First Owner,17.4,1358.0,79.9,5,4,0.43396417822965155,Budget,Medium,4-7 years
Renault Kwid,Renault,Kwid,2024,7.16,31189,Electric,Trustmark Dealer,Manual,First Owner,21.2,1118.0,82.9,5,1,2.2956811696431436,Mid-range,High,0-3 years
Ford EcoSport,Ford,EcoSport,2018,3.02,64775,Petrol,Dealer,Manual,First Owner,19.5,1024.0,69.1,7,7,0.46622925511385566,Budget,High,4-7 years
Maruti Dzire,Maruti,Dzire,2023,5.0,70261,Petrol,Dealer,Manual,First Owner,20.0,1430.0,103.0,7,2,0.7116323422666914,Mid-range,High,0-3 years
Maruti Wagon R,Maruti,Wagon R,2018,1.92,109010,CNG,Dealer,Manual,Second Owner,20.8,1163.0,80.1,5,7,0.17613063021741124,Budget,High,4-7 years
Renault Kwid,Renault,Kwid,2013,1.94,149874,CNG,Individual,Manual,First Owner,17.1,1341.0,117.2,5,12,0.12944206466765418,Budget,Medium,8-12 years
Hyundai Creta,Hyundai,Creta,2012,3.34,147436,Electric,Individual,Automatic,Third Owner,14.2,1378.0,87.0,5,13,0.22653897284245367,Budget,Medium,13+ years
Kia EV6,Kia,EV6,2013,3.37,141694,CNG,Individual,Manual,First Owner,17.2,1322.0,90.8,5,12,0.23783646449390944,Budget,Medium,8-12 years
Maruti Swift,Maruti,Swift,2024,5.53,36837,Petrol,Dealer,Manual,Second Owner,18.3,1395.0,85.4,5,1,1.5012080245405435,Mid-range,High,0-3 years
Ford Figo,Ford,Figo,2018,2.84,95190,CNG,Individual,Manual,First Owner,20.1,901.0,73.6,7,7,0.29835066708687885,Budget,High,4-7 years
Renault Kwid,Renault,Kwid,2016,2.46,77343,Petrol,Individual,Automatic,First Owner,21.4,880.0,67.7,5,9,0.3180636903145727,Budget,High,8-12 years
Hyundai Verna,Hyundai,Verna,2017,3.06,59925,Diesel,Dealer,Manual,First Owner,20.1,1185.0,73.3,7,8,0.5106382978723405,Budget,High,8-12 years
Hyundai Verna,Hyundai,Verna,2015,2.51,133294,Petrol,Individual,Manual,Second Owner,19.4,1194.0,78.9,5,10,0.1883055501372905,Budget,High,8-12 years
Mahindra XUV500,Mahindra,XUV500,2023,8.72,48431,Diesel,Individual,Manual,First Owner,18.8,1017.0,82.7,5,2,1.8004996799570525,Premium,High,0-3 years
Hyundai Creta,Hyundai,Creta,2024,7.73,77694,Diesel,Individual,Manual,First Owner,18.9,1284.0,96.4,7,1,0.9949288233325612,Mid-range,High,0-3 years
Tata Altroz,Tata,Altroz,2013,2.33,154383,Diesel,Individual,Manual,Third Owner,21.0,1518.0,81.9,5,12,0.15092335295984663,Budget,High,8-12 years
Tata Harrier,Tata,Harrier,2021,4.82,64375,Petrol,Individual,Manual,First Owner,13.0,1616.0,101.0,5,4,0.74873786407767,Mid-range,Medium,4-7 years
Hyundai Grand i10,Hyundai,Grand i10,2016,2.41,123486,Petrol,Dealer,Manual,First Owner,16.6,1694.0,123.5,5,9,0.19516382423918502,Budget,Medium,8-12 years
Volkswagen Virtus,Volkswagen,Virtus,2012,2.61,121954,Petrol,Dealer,Automatic,First Owner,24.2,800.0,58.5,5,13,0.21401512045525362,Budget,High,13+ years
Volkswagen Virtus,Volkswagen,Virtus,2023,5.67,24390,Petrol,Individual,Manual,First Owner,18.2,800.0,61.3,5,2,2.3247232472324724,Mid-range,High,0-3 years
Tata Nexon,Tata,Nexon,2012,2.02,139212,Diesel,Dealer,Manual,First Owner,20.9,1099.0,84.5,5,13,0.1451024336982444,Budget,High,13+ years
Renault Duster,Renault,Duster,2014,1.91,113140,Petrol,Dealer,Manual,First Owner,20.4,1228.0,72.7,7,11,0.16881739437864593,Budget,High,8-12 years
Hyundai Creta,Hyundai,Creta,2012,2.59,126818,Diesel,Dealer,Manual,First Owner,15.8,1117.0,69.7,5,13,0.20422968348341716,Budget,Medium,13+ years
Maruti Dzire,Maruti,Dzire,2018,2.03,140957,Petrol,Trustmark Dealer,Manual,First Owner,20.8,1007.0,68.6,7,7,0.14401555084174605,Budget,High,4-7 years
Honda Amaze,Honda,Amaze,2019,4.3,57431,Petrol,Dealer,Manual,Second Owner,18.4,1093.0,85.6,7,6,0.7487245564242307,Mid-range,High,4-7 years
Mahindra Bolero,Mahindra,Bolero,2016,2.99,118923,Diesel,Individual,Manual,Third Owner,17.3,1369.0,99.3,5,9,0.2514231897950775,Budget,Medium,8-12 years
Maruti Baleno,Maruti,Baleno,2012,1.88,114614,Petrol,Individual,Automatic,First Owner,19.9,800.0,65.6,5,13,0.16402882719388556,Budget,High,13+ years
Hyundai i20,Hyundai,i20,2013,2.78,149981,Petrol,Individual,Manual,First Owner,16.4,2020.0,125.8,5,12,0.18535681186283592,Budget,Medium,8-12 years
Honda Amaze,Honda,Amaze,2024,7.08,65065,Petrol,Individual,Automatic,First Owner,18.1,1207.0,91.2,5,1,1.0881426266041652,Mid-range,High,0-3 years
Volkswagen Vento,Volkswagen,Vento,2022,6.7,79845,Petrol,Trustmark Dealer,Automatic,Second Owner,15.4,1568.0,100.8,5,3,0.8391258062496086,Mid-range,Medium,0-3 years
Maruti Wagon R,Maruti,Wagon R,2024,4.5,37712,Diesel,Dealer,Manual,First Owner,18.3,997.0,75.3,5,1,1.1932541366143403,Mid-range,High,0-3 years
Tata Nexon,Tata,Nexon,2018,2.96,80657,Petrol,Individual,Manual,Second Owner,16.5,1401.0,100.2,7,7,0.36698612643663914,Budget,Medium,4-7 years
Volkswagen Taigun,Volkswagen,Taigun,2019,3.39,111399,Petrol,Trustmark Dealer,Manual,First Owner,16.0,1235.0,97.3,7,6,0.3043115288288046,Budget,Medium,4-7 years
Tata Harrier,Tata,Harrier,2022,5.08,110457,Diesel,Dealer,Automatic,First Owner,15.7,1500.0,97.8,5,3,0.4599074753071331,Mid-range,Medium,0-3 years
Maruti Wagon R,Maruti,Wagon R,2020,3.69,95066,Petrol,Individual,Manual,Second Owner,19.0,1130.0,75.0,5,5,0.3881513895609366,Budget,High,4-7 years
Maruti Dzire,Maruti,Dzire,2017,2.23,84256,Diesel,Trustmark Dealer,Manual,First Owner,16.1,1743.0,122.0,5,8,0.2646695784276491,Budget,Medium,8-12 years
Tata Nexon,Tata,Nexon,2015,1.98,124456,Petrol,Individual,Manual,First Owner,23.0,800.0,70.8,7,10,0.1590923699942148,Budget,High,8-12 years
Tata Nexon,Tata,Nexon,2018,3.02,150904,CNG,Individual,Automatic,First Owner,17.0,1532.0,95.7,5,7,0.20012723320786724,Budget,Medium,4-7 years
Renault Duster,Renault,Duster,2012,1.92,138753,Petrol,Individual,Manual,First Owner,17.2,1242.0,75.3,7,13,0.1383753864781302,Budget,Medium,13+ years
Toyota Etios,Toyota,Etios,2014,3.86,155660,Petrol,Trustmark Dealer,Manual,First Owner,18.3,844.0,72.0,7,11,0.2479763587305666,Budget,High,8-12 years
Ford Aspire,Ford,Aspire,2021,4.53,61712,CNG,Individual,Manual,Second Owner,15.1,1883.0,106.2,5,4,0.7340549649987037,Mid-range,Medium,4-7 years
Mahindra Bolero,Mahindra,Bolero,2023,6.93,64074,Diesel,Individual,Manual,First Owner,14.5,1847.0,103.8,7,2,1.0815619440022473,Mid-range,Medium,0-3 years
Tata Altroz,Tata,Altroz,2013,2.25,143630,Diesel,Dealer,Automatic,First Owner,20.4,800.0,57.7,5,12,0.15665250992132562,Budget,High,8-12 years
Tata Harrier,Tata,Harrier,2013,2.51,138741,CNG,Dealer,Automatic,First Owner,18.5,1262.0,85.2,5,12,0.18091263577457276,Budget,High,8-12 years
Kia Carens,Kia,Carens,2013,3.46,113139,Petrol,Individual,Manual,First Owner,18.0,1447.0,86.1,5,12,0.3058185064389821,Budget,Medium,8-12 years
Hyundai Verna,Hyundai,Verna,2022,5.56,53690,Diesel,Individual,Manual,Second Owner,18.0,1355.0,91.3,5,3,1.0355745948966288,Mid-range,Medium,0-3 years
Ford Endeavour,Ford,Endeavour,2016,2.78,132242,Diesel,Trustmark Dealer,Automatic,First Owner,15.0,1730.0,112.3,5,9,0.2102206560699324,Budget,Medium,8-12 years
Volkswagen Polo,Volkswagen,Polo,2016,2.51,136714,Petrol,Dealer,Manual,First Owner,14.2,1658.0,102.3,5,9,0.18359495004169285,Budget,Medium,8-12 years
Maruti Baleno,Maruti,Baleno,2012,1.84,169767,Petrol,Individual,Manual,First Owner,16.6,1293.0,102.4,5,13,0.10838384373877137,Budget,Medium,13+ years
Tata Harrier,Tata,Harrier,2024,5.57,98186,Petrol,Individual,Manual,Third Owner,15.6,1997.0,128.3,5,1,0.5672906524351741,Mid-range,Medium,0-3 years
Hyundai i20,Hyundai,i20,2017,2.76,106961,CNG,Individual,Manual,Second Owner,15.7,1528.0,108.1,5,8,0.25803797645870924,Budget,Medium,8-12 years
Maruti Dzire,Maruti,Dzire,2022,4.73,64653,Petrol,Dealer,Automatic,First Owner,16.3,1077.0,62.6,5,3,0.7315979150232782,Mid-range,Medium,0-3 years
Tata Harrier,Tata,Harrier,2021,3.74,107721,Petrol,Individual,Manual,First Owner,21.7,1007.0,58.7,5,4,0.34719321209420634,Budget,High,4-7 years
Hyundai Verna,Hyundai,Verna,2013,2.77,145687,Diesel,Dealer,Manual,Second Owner,14.0,1635.0,108.6,5,12,0.19013364267230431,Budget,Medium,8-12 years
Volkswagen Taigun,Volkswagen,Taigun,2022,6.06,49885,Diesel,Individual,Manual,Second Owner,19.9,922.0,80.5,5,3,1.214794026260399,Mid-range,High,0-3 years
Kia EV6,Kia,EV6,2019,4.92,68260,Petrol,Dealer,Manual,First Owner,20.1,1057.0,65.1,7,6,0.7207735130383827,Mid-range,High,4-7 years
Volkswagen Polo,Volkswagen,Polo,2019,3.95,101822,Diesel,Individual,Automatic,Second Owner,18.8,1116.0,77.5,5,6,0.3879318811258864,Budget,High,4-7 years
Hyundai Grand i10,Hyundai,Grand i10,2014,2.5,119599,Petrol,Dealer,Manual,First Owner,12.7,1324.0,77.9,5,11,0.20903184809237538,Budget,Medium,8-12 years
Hyundai i20,Hyundai,i20,2023,6.15,64418,Diesel,Individual,Manual,First Owner,19.5,1132.0,71.5,5,2,0.9547021018969855,Mid-range,High,0-3 years
Hyundai Grand i10,Hyundai,Grand i10,2024,6.81,82095,Petrol,Individual,Manual,First Owner,23.2,800.0,60.5,7,1,0.829526767769048,Mid-range,High,0-3 years
Maruti Swift,Maruti,Swift,2017,1.97,120698,Petrol,Individual,Manual,First Owner,17.6,1607.0,99.4,5,8,0.16321728611907405,Budget,Medium,8-12 years
Mahindra Scorpio,Mahindra,Scorpio,2013,2.8,159257,Diesel,Individual,Manual,First Owner,14.9,1058.0,62.7,5,12,0.17581644762867565,Budget,Medium,8-12 years
Tata Harrier,Tata,Harrier,2023,5.5,22506,Petrol,Individual,Manual,First Owner,18.7,1907.0,109.3,5,2,2.4437927663734116,Mid-range,High,0-3 years
Hyundai Verna,Hyundai,Verna,2023,6.67,70574,Petrol,Dealer,Automatic,Second Owner,15.1,1306.0,71.7,5,2,0.9451072632980984,Mid-range,Medium,0-3 years
Renault Kwid,Renault,Kwid,2018,3.23,112783,Petrol,Dealer,Automatic,Second Owner,13.7,1644.0,109.2,5,7,0.2863906794463705,Budget,Medium,4-7 years
Tata Altroz,Tata,Altroz,2019,3.72,57415,Diesel,Individual,Manual,First Owner,18.7,1421.0,97.9,5,6,0.6479143081076374,Budget,High,4-7 years
Maruti Dzire,Maruti,Dzire,2014,1.89,109092,CNG,Individual,Manual,First Owner,16.7,1660.0,111.0,5,11,0.1732482675173248,Budget,Medium,8-12 years
Maruti Swift,Maruti,Swift,2012,1.86,118009,Diesel,Individual,Manual,Second Owner,17.4,1400.0,84.7,5,13,0.15761509715360694,Budget,Medium,13+ years
Toyota Glanza,Toyota,Glanza,2024,12.79,58977,Electric,Dealer,Manual,First Owner,16.7,1282.0,93.6,5,1,2.168642012988114,Premium,Medium,0-3 years
Volkswagen Taigun,Volkswagen,Taigun,2018,3.5,133312,CNG,Individual,Manual,First Owner,18.9,1583.0,107.7,5,7,0.26254200672107536,Budget,High,4-7 years
Hyundai Grand i10,Hyundai,Grand i10,2015,2.39,161496,Petrol,Individual,Automatic,Second Owner,13.4,2070.0,128.9,5,10,0.1479912815178085,Budget,Medium,8-12 years
Kia EV6,Kia,EV6,2021,7.68,60085,Petrol,Individual,Automatic,First Owner,15.7,1106.0,74.6,5,4,1.2781892319214447,Mid-range,Medium,4-7 years
Renault Kwid,Renault,Kwid,2012,1.7,148084,CNG,Individual,Manual,First Owner,19.3,1478.0,91.1,5,13,0.1147997082736825,Budget,High,13+ years
Renault Kiger,Renault,Kiger,2013,2.1,142293,CNG,Dealer,Automatic,Second Owner,18.8,1198.0,82.4,5,12,0.14758280449495056,Budget,High,8-12 years
Hyundai Creta,Hyundai,Creta,2015,2.99,125527,Electric,Individual,Manual,First Owner,19.6,1377.0,103.7,5,10,0.23819576664781283,Budget,High,8-12 years
Maruti Baleno,Maruti,Baleno,2017,1.86,112777,Diesel,Individual,Manual,First Owner,19.4,1215.0,90.9,5,8,0.16492724580366566,Budget,High,8-12 years
Renault Kiger,Renault,Kiger,2016,1.95,117182,Petrol,Dealer,Manual,Second Owner,25.3,800.0,57.0,5,9,0.16640781007321945,Budget,Very High,8-12 years
